ASX Listed Companies (1 June 2019),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
QUAL,Vaneck WLD Xau QUAL,,"542,220,000",0.025,,,
QUB,QUBE Holdings Limited,Industrials,"4,529,630,000",0.210,,,
QUE,Queste Communication,Financials,"1,883,330",0.000,,,
QUS,Betashares US 1000,,"40,060,600",0.002,,,
QVE,QV Equities Limited,,"287,398,000",0.013,,,
R3D,R3D Global Limited,Consumer Discretionary,"1,645,880",0.000,,,
RAC,Race Oncology Limited,Health Care,"5,180,860",0.000,,,
RAG,Ragnar Metals Limited,Materials,"2,193,970",0.000,,,
RAN,Range International,Materials,"5,026,380",0.000,,,
RAP,Resapp Health Limited,Health Care,"110,901,000",0.005,,,
RARI,Russaustrespinvetf,,"121,519,000",0.006,,,
RBD,Restaurant Brands NZ,Consumer Discretionary,"1,001,810,000",0.046,,,
RBL,Redbubble Limited,Consumer Discretionary,"274,087,000",0.013,,,
RBR,RBR Group Limited,Materials,"14,325,300",0.001,,,
RBTZ,Beta Robotics & Ai,,"21,432,000",0.001,,,
RBX,Resource Base,Materials,"934,707",0.000,,,
RCB,Russaustcorpbondetf,,"210,507,000",0.010,,,
RCE,Recce Pharmaceutical,Health Care,"22,497,300",0.001,,,
RCL,Readcloud,Information Technology,"14,456,000",0.001,,,
RCO,Royalco Resources,Materials,"12,124,300",0.001,,,
RCP,Redbank Copper Limited,Materials,"1,871,550",0.000,,,
RCR,RCR Tomlinson,Industrials,"231,108,000",0.011,,,
RCT,Reef Casino Trust Units FP,Consumer Discretionary,"136,390,000",0.006,,,
RCW,Rightcrowd,Information Technology,"35,396,800",0.002,,,
RD1,Registry Direct,Information Technology,"2,205,110",0.000,,,
RDC,Redcape Hotel Group,Consumer Discretionary,"601,076,000",0.028,,,
RDF,Redflex Holdings,Information Technology,"73,607,000",0.003,,,
RDG,Res DEV Group Limited,Materials,"12,640,600",0.001,,,
RDH,Redhill Education,Consumer Discretionary,"64,713,400",0.003,,,
RDM,Red Metal Limited,Materials,"19,315,500",0.001,,,
RDN,Raiden Resources Limited,Materials,"2,415,050",0.000,,,
RDS,Redstone Resources,Materials,"6,635,500",0.000,,,
RDV,Russell High DIV ETF,,"283,003,000",0.013,,,
RDY,Readytech Holdings,Information Technology,"142,410,000",0.007,,,
REA,REA Group,Information Technology,"11,720,000,000",0.543,,,
RED,RED 5 Limited,Materials,"174,043,000",0.008,,,
REF,Reverse Corp Limited,Telecommunication Services,"3,528,700",0.000,,,
REG,Regis Healthcare Limited,Health Care,"910,981,000",0.042,,,
REH,Reece Limited,Industrials,"5,821,340,000",0.269,,,
REIT,Vaneck Internat REIT,,"2,376,000",0.000,,,
RENT,Ampcap Global Prop,,"19,608,400",0.001,,,
RES,Resource Generation,Energy,"87,207,000",0.004,,,
REV,Real Estate Investar,Information Technology,"2,098,850",0.000,,,
REX,Regional Express,Industrials,"156,419,000",0.007,,,
REY,REY Resources Limited,Energy,"71,149,100",0.003,,,
REZ,Resourc & En Group Limited,Materials,"29,221,700",0.001,,,
RFF,Rural Funds Group,Real Estate,"745,408,000",0.035,,,
RFG,Retail Food Group,Consumer Discretionary,"31,980,500",0.001,,,
RFN,Reffind Limited,Information Technology,"2,577,500",0.000,,,
RFR,Rafaella Resources,Materials,"3,882,450",0.000,,,
RFT,Rectifier Technolog,Industrials,"65,573,000",0.003,,,
RFX,Redflow Limited,Industrials,"31,355,400",0.001,,,
RGB,Russaustgovtbondetf,,"69,962,200",0.003,,,
RGI,Roto-Gro Intl Limited,Industrials,"20,978,300",0.001,,,
RGL,Riversgold,Materials,"1,790,380",0.000,,,
RGS,Regeneus Limited,Health Care,"20,888,500",0.001,,,
RHC,Ramsay Health Care,Health Care,"14,111,300,000",0.653,,,
RHI,Red Hill Iron,Materials,"10,916,600",0.001,,,
RHL,Ruralco Holdings,Consumer Discretionary,"452,775,000",0.021,,,
RHP,Rhipe Limited,Information Technology,"319,661,000",0.015,,,
RHT,Resonance Health,Health Care,"44,274,700",0.002,,,
RHY,RHYTHM Biosciences,Health Care,"9,960,000",0.000,,,
RIC,Ridley Corporation,Consumer Staples,"394,006,000",0.018,,,
RIE,Riedel Resources Limited,Materials,"4,180,700",0.000,,,
RIM,Rimfire Pacific,Materials,"4,278,470",0.000,,,
RINC,Beta LM Real Income,,"26,687,500",0.001,,,
RIO,RIO Tinto Limited,Materials,"37,233,000,000",1.723,,,
RKN,Reckon Limited,Information Technology,"75,907,500",0.004,,,
RLC,Reedy Lagoon Corp,Materials,"2,011,360",0.000,,,
RLE,Real Energy Corp,Energy,"23,411,100",0.001,,,
RMC,Resimac Group Limited,Financials,"255,648,000",0.012,,,
RMD,Resmed Inc Cdi 10:1,Health Care,"6,849,160,000",0.317,,,
RMG,RMG Limited,Materials,"9,853,840",0.000,,,
RMI,Resource Mining Corp,Materials,"2,073,870",0.000,,,
RMP,Red Emperor Resource,Energy,"5,778,220",0.000,,,
RMS,Ramelius Resources,Materials,"616,991,000",0.029,,,
RMT,Rma Energy Limited,Materials,"2,100,240",0.000,,,
RMX,Red Mount Min Limited,Materials,"3,112,150",0.000,,,
RMY,Rma Global,Information Technology,"27,890,600",0.001,,,
RND,Rand Mining Limited,Materials,"177,438,000",0.008,,,
RNE,Renu Energy Limited,Utilities,"7,211,990",0.000,,,
RNL,Rision Limited,Information Technology,"4,147,640",0.000,,,
RNO,Rhinomed Limited,Health Care,"39,031,700",0.002,,,
RNT,Rent.com.Au Limited,Information Technology,"7,235,420",0.000,,,
RNU,Renascor Res Limited,Energy,"23,018,500",0.001,,,
RNX,Renegade Exploration,Materials,"1,425,250",0.000,,,
RNY,RNY Property Trust Units FP,Real Estate,"1,317,070",0.000,,,
ROBO,ETFs GLB ROBO,,"128,682,000",0.006,,,
ROG,Red Sky Energy,Energy,"2,506,370",0.000,,,
ROO,Roots Sustainable,Industrials,"4,894,790",0.000,,,
RPG,Raptis Group Limited,Real Estate,"4,444,040",0.000,,,
RRL,Regis Resources,Materials,"2,260,010,000",0.105,,,
RRS,Range Resources Limited,Energy,"10,244,000",0.000,,,
RSG,Resolute Mining,Materials,"849,066,000",0.039,,,
RSH,Respiri Limited,Health Care,"73,623,600",0.003,,,
RSM,Russausemigovbondetf,,"64,531,900",0.003,,,
RTE,Retech Technology Co. Limited Cdi 1:1,Consumer Discretionary,"110,760,000",0.005,,,
RTG,RTG Mining Inc,Materials,"39,223,700",0.002,,,
RTR,Rumble Res Limited,Materials,"20,446,900",0.001,,,
RUB,Rubicor Group,Industrials,"2,433,840",0.000,,,
RUL,Rpmglobal Holdings Limited,Information Technology,"136,313,000",0.006,,,
RVA,Reva Medical Inc Cdi 10:1,Health Care,"245,413,000",0.011,,,
RVR,Red River Resources,Materials,"90,637,400",0.004,,,
RVS,Revasum Cdi 1:1 US Prohibited,Information Technology,"45,122,600",0.002,,,
RWC,Reliance Worldwide,Industrials,"2,899,650,000",0.134,,,
RWD,Reward Minerals Limited,Materials,"14,958,800",0.001,,,
RXH,Rewardle Holding Limited,Information Technology,"1,578,960",0.000,,,
RXL,ROX Resources,Materials,"13,846,600",0.001,,,
RXM,REX Minerals Limited,Materials,"17,234,100",0.001,,,
RXP,RXP Services Limited,Information Technology,"73,299,200",0.003,,,
RYD,Ryder Capital Limited,,"74,903,300",0.003,,,
RZI,RAIZ Invest Limited,Financials,"22,933,800",0.001,,,
S2R,S2 Resources,Materials,"29,749,800",0.001,,,
S32,SOUTH32 Limited,Materials,"16,701,700,000",0.773,,,
S3R,Serpentine Tech Limited,Information Technology,"2,888,380",0.000,,,
S66,Star Combo,Consumer Staples,"56,681,500",0.003,,,
SAM,SIV Asset MGMT Limited,Financials,"937,489",0.000,,,
SAN,Sagalio Energy Limited,Energy,"613,980",0.000,,,
SAR,Saracen Mineral,Materials,"2,624,870,000",0.122,,,
SAS,Sky and Space Global,Telecommunication Services,"60,900,400",0.003,,,
SAU,Southern Gold,Materials,"7,821,050",0.000,,,
SAY,STH American Cor Limited,Materials,"1,832,990",0.000,,,
SBB,Sunbridge Group Limited,Consumer Discretionary,"5,660,860",0.000,,,
SBI,Sterling Plantations,Consumer Staples,"845,000",0.000,,,
SBM,ST Barbara Limited,Materials,"1,664,520,000",0.077,,,
SBR,Sabre Resources,Materials,"2,034,870",0.000,,,
SBU,Siburan Res Limited,Materials,"1,395,660",0.000,,,
SBW,Shekel Brainweigh,,"25,715,000",0.001,,,
SCG,Scentre Groupinary/Units Stapled Securities,Real Estate,"20,204,600,000",0.935,,,
SCI,Silver City Minerals,Materials,"2,643,390",0.000,,,
SCL,Schrole Group Limited,Information Technology,"4,988,850",0.000,,,
SCN,Scorpion Minerals,Materials,"1,062,150",0.000,,,
SCP,Sca Property Group,Real Estate,"2,341,720,000",0.108,,,
SCT,Scout Security Limited,Consumer Discretionary,"10,464,500",0.000,,,
SCU,Stemcell United Limited,Health Care,"11,549,000",0.001,,,
SDA,Speedcast Int Limited,Telecommunication Services,"903,825,000",0.042,,,
SDF,Steadfast Group Limited,Financials,"2,498,060,000",0.116,,,
SDG,Sunland Group Limited,Real Estate,"249,737,000",0.012,,,
SDI,SDI Limited,Health Care,"108,168,000",0.005,,,
SDL,Sundance Resources,Materials,"44,729,200",0.002,,,
SDV,Scidev Limited,Materials,"9,253,940",0.000,,,
SDX,Sienna Cancer,Health Care,"16,407,000",0.001,,,
SE1,Sensera Limited,Information Technology,"30,002,600",0.001,,,
SEA,Sundance Energy,Energy,"247,486,000",0.011,,,
SEC,Spheria Emerging Co,,"124,051,000",0.006,,,
SEI,Speciality Metalint,Materials,"19,781,300",0.001,,,
SEK,Seek Limited,Industrials,"7,338,740,000",0.340,,,
SEN,Senetas Corporation,Information Technology,"72,449,100",0.003,,,
SEQ,Sequoia Fin Group Limited,Financials,"22,611,900",0.001,,,
SER,Strategic Energy,Materials,"5,400,000",0.000,,,
SES,Secos Group Limited,Materials,"16,101,300",0.001,,,
SF1,Stemify Limited,Information Technology,"1,676,610",0.000,,,
SFC,Schaffer Corp. Limited,Consumer Discretionary,"187,942,000",0.009,,,
SFG,Seafarms Group Limited,Consumer Staples,"173,051,000",0.008,,,
SFL,Spring FG Limited,Financials,"5,988,820",0.000,,,
SFM,Santa Fe Minerals,Materials,"7,156,880",0.000,,,
SFR,Sandfire Resources,Materials,"981,287,000",0.045,,,
SFX,Sheffield Res Limited,Materials,"123,764,000",0.006,,,
SFY,SPDR 50 Fund,,"554,604,000",0.026,,,
SGC,Sacgasco Limited,Energy,"5,570,900",0.000,,,
SGF,SG Fleet Group Limited,Industrials,"838,068,000",0.039,,,
SGH,Slater & Gordon,Consumer Discretionary,"131,406,000",0.006,,,
SGI,Stealth Global,Industrials,"8,541,000",0.000,,,
SGLLV,Sunrice Class B Limited-Voting,,"340,607,000",0.016,,,
SGM,Sims Metal MGMT Limited,Materials,"1,921,890,000",0.089,,,
SGO,Stream Group Limited,Information Technology,"3,194,680",0.000,,,
SGP,Stocklandinary/Units Stapled Securities,Real Estate,"10,575,000,000",0.490,,,
SGQ,ST George Min Limited,Materials,"37,264,500",0.002,,,
SGR,The Star Ent Group,Consumer Discretionary,"4,100,430,000",0.190,,,
SGU,Success Global Media,Consumer Discretionary,"5,708,420",0.000,,,
SHH,Shree Minerals Limited,Materials,"3,646,420",0.000,,,
SHI,Shine Metals Limited,Industrials,"1,951,060",0.000,,,
SHJ,Shine Corporate,Consumer Discretionary,"122,079,000",0.006,,,
SHK,Stone Resources Aus,Materials,"1,623,290",0.000,,,
SHL,Sonic Healthcare,Health Care,"12,392,200,000",0.574,,,
SHM,Shriro Holdings Limited,Consumer Discretionary,"61,806,900",0.003,,,
SHO,Sportshero Limited,Information Technology,"17,027,000",0.001,,,
SHU,Shenhua Limited,Consumer Discretionary,"17,620,000",0.001,,,
SHV,Select Harvests,Consumer Staples,"674,019,000",0.031,,,
SI6,SIX Sigma Metals Limited,Materials,"2,287,520",0.000,,,
SIG,Sigma Health Limited,Health Care,"556,207,000",0.026,,,
SIH,Sihayo Gold Limited,Materials,"26,926,800",0.001,,,
SIL,Smiles Inclusive,Health Care,"6,715,040",0.000,,,
SIO,Simonds Group Limited,Consumer Discretionary,"48,187,000",0.002,,,
SIQ,Smartgrp Corporation,Industrials,"1,154,080,000",0.053,,,
SIS,Simble Solutions,Information Technology,"5,049,230",0.000,,,
SIT,Site Group Int Limited,Consumer Discretionary,"19,329,600",0.001,,,
SIV,Silver Chef Limited,Industrials,"26,702,200",0.001,,,
SIX,Sprintex Limited,Consumer Discretionary,"9,500,000",0.000,,,
SKC,Skycity Ent Group Limited,Consumer Discretionary,"2,385,300,000",0.110,,,
SKF,SKYFII Limited,Information Technology,"45,998,700",0.002,,,
SKI,Spark Infrastructure Stapled $0.65 Loan Note and Unit US Prohib,Utilities,"3,935,910,000",0.182,,,
SKN,Skin Elements Limited,Consumer Staples,"4,993,980",0.000,,,
SKO,Serko,Information Technology,"298,605,000",0.014,,,
SKP,Skyland Pet Group,Energy,"18,666,700",0.001,,,
SKT,Sky Network,Consumer Discretionary,"435,837,000",0.020,,,
SL1,SYMBOL Mining Limited,Materials,"3,641,060",0.000,,,
SLC,Superloop Limited,Telecommunication Services,"447,076,000",0.021,,,
SLF,SPDR S&P/ASX Prop Fu,,"615,560,000",0.028,,,
SLK,Sealink Travel Group,Consumer Discretionary,"361,088,000",0.017,,,
SLM,Salmat Limited,Industrials,"109,815,000",0.005,,,
SLR,Silver Lake Resource,Materials,"654,538,000",0.030,,,
SLX,SILEX Systems,Information Technology,"65,629,900",0.003,,,
SLZ,Sultan Resources Limited,Materials,"2,312,420",0.000,,,
SM1,Synlait Milk Limited,Consumer Staples,"1,494,720,000",0.069,,,
SM8,Smart Marine Systems,Information Technology,"5,414,980",0.000,,,
SMC,Strategic Minerals,Materials,"31,785,700",0.001,,,
SMD,Syndicated Metals,Materials,"3,327,460",0.000,,,
SMG,Soon Mining,Materials,"31,644,600",0.001,,,
SMI,Santana Minerals Limited,Materials,"2,700,800",0.000,,,
SMLL,Betasmallcompanies,,"29,430,000",0.001,,,
SMN,Structural Monitor,Information Technology,"92,329,700",0.004,,,
SMP,Smartpay Holdings,Information Technology,"32,632,900",0.002,,,
SMR,Stanmore Coal Limited,Energy,"341,938,000",0.016,,,
SMX,Security Matters,Information Technology,"25,949,300",0.001,,,
SNC,Sandon Capital Limited,,"39,959,200",0.002,,,
SND,Saunders Intl Limited,Industrials,"37,025,300",0.002,,,
SNL,Supply Network,Consumer Discretionary,"149,187,000",0.007,,,
SNS,Sensen Networks Limited,Information Technology,"17,152,000",0.001,,,
SNZ,Summerset Group Holdings,Health Care,"1,185,190,000",0.055,,,
SO4,Salt Lake Potash Limited,Materials,"114,896,000",0.005,,,
SOL,Soul Pattinson (W.H),Energy,"5,343,300,000",0.247,,,
SOM,Somnomed Limited,Health Care,"109,907,000",0.005,,,
SOP,Synertec Corporation,Industrials,"10,814,400",0.001,,,
SOR,Strategic Elements,Financials,"8,900,870",0.000,,,
SP3,Specturltd,Information Technology,"8,004,560",0.000,,,
SPB,South Pacific Res,Energy,"496,546",0.000,,,
SPK,Spark New Zealand,Telecommunication Services,"6,573,570,000",0.304,,,
SPL,Starpharma Holdings,Health Care,"485,061,000",0.022,,,
SPO,Spotless Group HLD Limited,Industrials,"1,939,940,000",0.090,,,
SPQ,Superior Resources,Materials,"5,504,350",0.000,,,
SPT,Splitit,Information Technology,"156,870,000",0.007,,,
SPX,Spectrum Metals Limited,Materials,"26,554,800",0.001,,,
SPY,SPDR S&P 500 ETF,,"30,075,600",0.001,,,
SPZ,Smart Parking Limited,Information Technology,"46,698,000",0.002,,,
SRF,Surfstitch Group Limited,Consumer Discretionary,"18,962,000",0.001,,,
SRG,SRG Global Limited,Industrials,"182,772,000",0.008,,,
SRH,Saferoads Holdings,Information Technology,"7,280,000",0.000,,,
SRI,Sipa Resources Limited,Materials,"15,365,700",0.001,,,
SRK,Strike Resources,Materials,"7,848,050",0.000,,,
SRN,Surefire Rescs NL,Materials,"2,515,770",0.000,,,
SRO,Shareroot Limited,Information Technology,"1,569,450",0.000,,,
SRS,Spicers Limited,Industrials,"139,872,000",0.006,,,
SRV,Servcorp Limited,Real Estate,"309,817,000",0.014,,,
SRY,Story-I Limited,Consumer Discretionary,"5,649,970",0.000,,,
SRZ,Stellar Resources,Materials,"4,944,270",0.000,,,
SSG,Shaver Shop Group Limited,Consumer Discretionary,"56,489,200",0.003,,,
SSL,Sietel Limited,Real Estate,"54,851,200",0.003,,,
SSLPA,Sietel Limited 5.0% Cumulative Preference,Financials,"75,000",0.000,,,
SSM,Service Stream,Industrials,"996,017,000",0.046,,,
SSN,Samson Oil & Gas Limited,Energy,"328,301",0.000,,,
SSO,SPDR Small Ords,,"22,892,300",0.001,,,
SST,Steamships Trading 50 Toea,Industrials,"527,140,000",0.024,,,
ST1,Spirit Telecom Limited,Telecommunication Services,"60,644,800",0.003,,,
STA,Strandline Res Limited,Materials,"41,689,700",0.002,,,
STC,Sinetech Limited,Information Technology,"2,117,450",0.000,,,
STG,Straker Translations,,"88,891,600",0.004,,,
STL,Stargroup Limited,Information Technology,"2,280,450",0.000,,,
STM,Sunstone Metals Limited,Materials,"42,730,700",0.002,,,
STN,Saturn Metals,Materials,"10,256,100",0.000,,,
STO,Santos Limited,Energy,"14,038,800,000",0.650,,,
STW,SPDR 200 Fund,,"3,794,040,000",0.176,,,
STX,Strike Energy Limited,Energy,"98,214,300",0.005,,,
SUD,Suda Pharmaceuticals,Health Care,"15,491,800",0.001,,,
SUH,Southern Hem Min,Materials,"3,096,430",0.000,,,
SUL,Super Ret Rep Limited,Consumer Discretionary,"1,825,800,000",0.085,,,
SUM,Sumatra Copper&Gold,Materials,"46,591,300",0.002,,,
SUN,Suncorp Group Limited,Financials,"16,919,500,000",0.783,,,
SUP,Superior Lake Res,Materials,"18,174,500",0.001,,,
SUR,Sun Resources NL,Energy,"881,058",0.000,,,
SVA,Simavita Limited,Health Care,"7,102,230",0.000,,,
SVD,Scandivanadium Limited,Materials,"2,956,160",0.000,,,
SVH,Silver Heritage Group,Consumer Discretionary,"12,612,200",0.001,,,
SVL,Silver Mines Limited,Materials,"27,222,200",0.001,,,
SVM,Sovereign Metals,Materials,"34,490,300",0.002,,,
SVS,Sunvest Corporation,,"2,553,400",0.000,,,
SVT,Servtech Global Limited,Information Technology,"11,253,100",0.001,,,
SVW,Seven Group Holdings,Industrials,"6,366,350,000",0.295,,,
SVY,Stavely Minerals Limited,Materials,"39,872,000",0.002,,,
SW1,Swift Media Limited,Information Technology,"30,807,800",0.001,,,
SWF,Selfwealth,Financials,"18,048,000",0.001,,,
SWK,Swick Mining,Materials,"47,447,400",0.002,,,
SWM,Seven West Media Limited,Consumer Discretionary,"769,098,000",0.036,,,
SWTZ,Switzrdividendgrowth,,"75,194,600",0.003,,,
SXA,Strata-X Energy Limited,Energy,"3,942,580",0.000,,,
SXE,STH CRS Elect ENGNR,Industrials,"126,396,000",0.006,,,
SXL,STHN Cross Media,Consumer Discretionary,"957,422,000",0.044,,,
SXX,Southern Cross Expl,Materials,"5,386,220",0.000,,,
SXY,SENEX Energy Limited,Energy,"450,430,000",0.021,,,
SYA,Sayona Mining Limited,Materials,"17,225,700",0.001,,,
SYD,SYD Airportinary/Units Stapled Securities,Industrials,"16,725,000,000",0.774,,,
SYI,Spdrmsciauselecthdy,,"158,084,000",0.007,,,
SYR,Syrah Resources,Materials,"456,196,000",0.021,,,
SYS,SYNGAS Limited,Energy,"2,445,760",0.000,,,
SYT,Syntonic Limited,Information Technology,"9,775,940",0.000,,,
T3D,333D Limited,Industrials,"881,226",0.000,,,
TAH,Tabcorp Holdings Limited,Consumer Discretionary,"9,107,030,000",0.422,,,
TAM,Tanami Gold NL,Materials,"47,003,900",0.002,,,
TAO,TAO Commodities,Materials,"1,462,170",0.000,,,
TAP,TAP Oil Limited,Energy,"41,318,900",0.002,,,
TAR,Taruga Minerals,Materials,"4,940,850",0.000,,,
TAS,Tasman Resources Limited,Materials,"15,834,200",0.001,,,
TB8,Tianmei BG Corp Limited,Consumer Staples,"15,600,000",0.001,,,
TBH,The Betmakers,Consumer Discretionary,"8,516,000",0.000,,,
TBLDA,Tambla Limited Deferred Settlement,,"11,876,300",0.001,,,
TBR,Tribune Res Limited,Materials,"238,663,000",0.011,,,
TCL,Transurban Groupinary/Units Stapled Securities,Industrials,"37,266,900,000",1.725,,,
TCN,Techniche Limited,Information Technology,"6,532,300",0.000,,,
TCO,Transmetro Corp. Limited,Consumer Discretionary,"16,059,300",0.001,,,
TDL,TBG Diagnostics Limited,Health Care,"7,615,560",0.000,,,
TDO,3D Oil Limited,Energy,"30,496,700",0.001,,,
TECH,Etfsglobaltech,,"83,098,900",0.004,,,
TEG,Triangle Energy Limited,Energy,"30,962,600",0.001,,,
TEK,Thorney Tech Limited,,"59,175,600",0.003,,,
TER,Terracom Limited,Energy,"223,421,000",0.010,,,
TEX,Target Energy,Energy,"441,737",0.000,,,
TFL,Tasfoods Limited,Consumer Staples,"38,220,800",0.002,,,
TGA,Thorn Group Limited,Consumer Discretionary,"66,887,700",0.003,,,
TGF,Tribeca Global,,"141,750,000",0.007,,,
TGG,Templeton Global,,"265,242,000",0.012,,,
TGM,Theta Gold Mines Limited,Materials,"61,022,700",0.003,,,
TGN,Tungsten Min NL,Materials,"182,223,000",0.008,,,
TGO,Trimantium Growthops,Information Technology,"69,520,400",0.003,,,
TGP,360 Capital Groupinary/Units Stapled Securities,Real Estate,"228,564,000",0.011,,,
TGR,Tassal Group Limited,Consumer Staples,"860,129,000",0.040,,,
TGS,Tiger Resources,Materials,"108,663,000",0.005,,,
THC,THC Global Group Limited,Health Care,"62,656,500",0.003,,,
THD,Thred Limited,Information Technology,"3,578,780",0.000,,,
THR,Thor Mining Plc,Materials,"2,201,760",0.000,,,
TIA,Tian An Aust Limited,Real Estate,"36,375,700",0.002,,,
TIE,Tietto Minerals,Materials,"26,185,300",0.001,,,
TIG,Tigers Realm Coal,Materials,"107,500,000",0.005,,,
TIH,Tillegrah Limited,Energy,"104,408",0.000,,,
TIN,TNT Mines Limited,Materials,"2,877,870",0.000,,,
TIP,Teaminvest Private,Financials,"83,285,000",0.004,,,
TKF,Tikforce Limited,Information Technology,"256,488",0.000,,,
TKL,Traka Resources,Materials,"4,307,170",0.000,,,
TKM,Trek Metals Limited,Materials,"1,753,020",0.000,,,
TLG,Talga Resources,Materials,"122,504,000",0.006,,,
TLM,Talisman Mining,Materials,"14,856,000",0.001,,,
TLS,Telstra Corporation,Telecommunication Services,"43,410,500,000",2.009,,,
TLT,Tilt Renewables Limited,Utilities,"1,034,130,000",0.048,,,
TLX,TELIX Pharmaceutical,Health Care,"159,277,000",0.007,,,
TMK,Tamaska Oil Gas Limited,Energy,"1,960,000",0.000,,,
TML,Timah Resources Limited,Utilities,"4,643,040",0.000,,,
TMR,Tempus Resources Limited,Materials,"4,649,500",0.000,,,
TMT,Technology Metals,Materials,"20,137,500",0.001,,,
TMX,Terrain Minerals,Materials,"1,287,460",0.000,,,
TMZ,Thomson Res Limited,Materials,"3,948,500",0.000,,,
TNE,Technology One,Information Technology,"2,267,410,000",0.105,,,
TNG,TNG Limited,Materials,"101,164,000",0.005,,,
TNK,Think Childcare Limited,Consumer Discretionary,"114,902,000",0.005,,,
TNO,Tando Resources,Materials,"14,348,200",0.001,,,
TNP,Triple Energy Limited,Energy,"1,295,930",0.000,,,
TNR,Torian Resources Limited,Materials,"3,816,510",0.000,,,
TNT,Tesserent Limited,Information Technology,"9,884,330",0.000,,,
TNY,Tinybeans Group Limited,Information Technology,"42,133,100",0.002,,,
TOE,Toro Energy Limited,Energy,"43,445,900",0.002,,,
TOM,Tomizone Limited,Telecommunication Services,"1,275,600",0.000,,,
TON,Triton Min Limited,Materials,"60,264,000",0.003,,,
TOP,Thorney Opp Limited,,"134,389,000",0.006,,,
TOT,360 Capital Total Re,,"83,217,100",0.004,,,
TOU,Tlou Energy Limited,Energy,"60,774,300",0.003,,,
TPC,TPC Consolidated Limited,Utilities,"6,516,660",0.000,,,
TPD,Talon Petroleum Limited,Energy,"5,330,370",0.000,,,
TPE,Tpi Enterprises,Health Care,"95,681,000",0.004,,,
TPM,TPG Telecom Limited,Telecommunication Services,"5,835,930,000",0.270,,,
TPO,Tian Poh Resources,Materials,"34,786,200",0.002,,,
TPP,Tempo Australia,Industrials,"16,374,700",0.001,,,
TPS,Threat Protect Limited,Industrials,"41,679,800",0.002,,,
TPW,Temple & Webster Limited,Consumer Discretionary,"168,835,000",0.008,,,
TRA,Turners Automotive,Consumer Discretionary,"182,465,000",0.008,,,
TRL,Tanga Resources Limited,Materials,"2,546,060",0.000,,,
TRM,Truscott Mining Corp,Materials,"1,414,100",0.000,,,
TRS,The Reject Shop,Consumer Discretionary,"59,550,800",0.003,,,
TRT,Todd River Res Limited,Materials,"7,875,310",0.000,,,
TRY,Troy Resources Limited,Materials,"58,022,200",0.003,,,
TSC,Twenty Seven Co. Limited,Energy,"2,943,180",0.000,,,
TSL,Titanium Sands Limited,Materials,"8,112,110",0.000,,,
TSN,Transaction Limited,Information Technology,"16,886,800",0.001,,,
TTA,TTA Holdings Limited,Consumer Discretionary,"2,336,200",0.000,,,
TTB,Total Brain Limited,Health Care,"20,219,900",0.001,,,
TTI,Traffic Technologies,Industrials,"12,055,600",0.001,,,
TTL,Transcendence,Information Technology,"2,258,370",0.000,,,
TTM,Titan Minerals,Materials,"51,274,100",0.002,,,
TTT,Titomic Limited,Materials,"131,317,000",0.006,,,
TV2,TV2U Inter Limited,Information Technology,"20,449,000",0.001,,,
TWD,Tamawood Limited,Consumer Discretionary,"97,748,600",0.005,,,
TWE,Treasury Wine Estate,Consumer Staples,"10,822,500,000",0.501,,,
TWR,Tower Limited,Financials,"247,933,000",0.011,,,
TYM,TYMLEZ Group,Information Technology,"10,519,000",0.000,,,
TYX,Tyranna Res Limited,Materials,"4,708,650",0.000,,,
TZL,TZ Limited,Information Technology,"10,230,900",0.000,,,
TZN,Terramin Australia,Materials,"168,264,000",0.008,,,
UBA,Ubs IQ MSCI Aust ETF,,"186,691,000",0.009,,,
UBE,Ubs IQ MSCI Europe,,"15,267,200",0.001,,,
UBI,Universal Biosensors,Health Care,"35,448,600",0.002,,,
UBJ,Ubs IQ MSCI Japan,,"5,666,550",0.000,,,
UBN,Urbanise.com Limited,Information Technology,"25,934,900",0.001,,,
UBP,Ubs IQ MSCI Asia,,"11,507,300",0.001,,,
UBU,Ubs IQ MSCI Usa,,"7,576,480",0.000,,,
UBW,Ubs IQ World Ex Aus,,"35,407,300",0.002,,,
UCM,Uscom Limited,Health Care,"23,398,900",0.001,,,
UCW,UCW Limited,Consumer Discretionary,"14,406,800",0.001,,,
UMAX,Beta S&P500 Yieldmax,,"86,881,700",0.004,,,
UNL,United Networks Limited,Telecommunication Services,"785,907",0.000,,,
UNV,Universal Coal Plc,Energy,"175,028,000",0.008,,,
UOS,United Overseas Aust,Real Estate,"345,321,000",0.016,,,
URB,URB Investments Limited,,"69,746,800",0.003,,,
URF,US Masters Res Fund Ordinary Units FP,Real Estate,"373,050,000",0.017,,,
URW,Unibailrodawestfield,Real Estate,"3,520,670,000",0.163,,,
USD,Betashares US Dollar,,"327,097,000",0.015,,,
USR,US Residential Fundinary/Units Stapled Securities,,"9,919,870",0.000,,,
UTR,Ultracharge Limited,Industrials,"3,220,140",0.000,,,
UUL,Ultima Utd Limited,Real Estate,"762,469",0.000,,,
UUV,UUV Aquabotix Limited,Industrials,"1,768,810",0.000,,,
UWL,Uniti Wireless,Telecommunication Services,"117,625,000",0.005,,,
VACF,Van Aus Corp Fi ETF,,"244,399,000",0.011,,,
