"Date","Price","Open","High","Low","Vol.","Change %"
"May 15, 2018","28,845.00","28,886.30","29,106.90","28,802.00","28.94M","-0.14%"
"May 14, 2018","28,886.30","28,644.80","28,886.30","28,644.80","36.37M","0.84%"
"May 11, 2018","28,644.80","28,645.20","28,944.00","28,601.80","17.20M","-0.00%"
"May 10, 2018","28,645.20","28,372.40","28,765.70","28,372.40","21.74M","0.96%"
"May 09, 2018","28,372.40","28,281.20","28,458.60","28,169.50","25.42M","0.32%"
"May 08, 2018","28,281.20","28,053.10","28,412.60","28,053.10","33.14M","0.81%"
"May 07, 2018","28,053.10","28,058.90","28,257.60","28,019.80","20.71M","-0.02%"
"May 04, 2018","28,058.90","28,106.90","28,297.20","27,915.20","24.10M","-0.17%"
"May 03, 2018","28,106.90","27,922.10","28,145.20","27,871.00","40.65M","0.66%"
"May 02, 2018","27,922.10","27,758.80","28,041.20","27,625.60","61.73M","0.59%"
"May 01, 2018","27,758.80","27,946.80","27,977.60","27,709.70","49.61M","-0.67%"
"Apr 30, 2018","27,946.80","27,930.10","28,120.70","27,805.80","42.82M","0.06%"
"Apr 27, 2018","27,930.10","27,286.00","28,117.70","27,286.00","80.82M","2.36%"
"Apr 26, 2018","27,286.00","26,738.90","27,340.90","26,731.20","102.83M","2.05%"
"Apr 24, 2018","26,738.90","26,453.70","26,757.50","26,451.60","31.64M","1.08%"
"Apr 23, 2018","26,453.70","26,577.90","26,680.40","26,418.50","19.00M","-0.47%"
"Apr 20, 2018","26,577.90","26,616.70","26,626.10","26,375.40","22.37M","-0.15%"
"Apr 19, 2018","26,616.70","26,696.60","26,748.70","26,586.90","26.62M","-0.30%"
"Apr 18, 2018","26,696.60","26,737.30","26,787.60","26,638.80","20.72M","-0.15%"
"Apr 17, 2018","26,737.30","26,652.80","26,811.60","26,652.80","22.12M","0.32%"
"Apr 16, 2018","26,652.80","26,517.40","26,668.60","26,453.70","14.85M","0.51%"
"Apr 13, 2018","26,517.40","26,261.80","26,580.90","26,224.50","25.42M","0.97%"
"Apr 12, 2018","26,261.80","26,294.60","26,389.90","26,112.90","32.04M","-0.12%"
"Apr 11, 2018","26,294.60","26,302.60","26,392.70","26,148.80","21.77M","-0.03%"
"Apr 10, 2018","26,302.60","26,489.00","26,490.00","26,233.10","17.44M","-0.70%"
"Apr 09, 2018","26,489.00","26,171.80","26,584.80","25,979.40","31.83M","1.21%"
"Apr 06, 2018","26,171.80","26,312.30","26,327.30","26,073.00","24.54M","-0.53%"
"Apr 05, 2018","26,312.30","26,157.90","26,401.40","26,087.20","21.07M","0.59%"
"Apr 04, 2018","26,157.90","26,040.40","26,330.60","26,039.40","25.98M","0.45%"
"Apr 03, 2018","26,040.40","26,017.20","26,159.20","25,908.80","19.85M","0.09%"
"Mar 29, 2018","26,017.20","26,231.90","26,365.40","25,967.70","32.20M","-0.82%"
"Mar 28, 2018","26,231.90","26,501.30","26,501.30","26,151.20","22.76M","-1.02%"
"Mar 27, 2018","26,501.30","26,211.80","26,540.70","26,211.80","23.42M","1.10%"
"Mar 26, 2018","26,211.80","26,374.70","26,374.70","26,061.20","22.36M","-0.62%"
"Mar 23, 2018","26,374.70","26,889.00","26,889.00","26,335.70","25.91M","-1.91%"
"Mar 22, 2018","26,889.00","27,065.00","27,065.00","26,744.80","32.48M","-0.65%"
"Mar 21, 2018","27,065.00","27,199.30","27,367.50","27,022.40","32.84M","-0.49%"
"Mar 20, 2018","27,199.30","27,401.50","27,416.50","27,015.80","28.05M","-0.74%"
"Mar 19, 2018","27,401.50","27,314.80","27,581.40","27,110.10","20.45M","0.32%"
"Mar 16, 2018","27,314.80","27,186.10","27,371.10","27,101.10","34.09M","0.47%"
"Mar 15, 2018","27,186.10","27,173.90","27,238.70","26,912.30","38.48M","0.04%"
"Mar 14, 2018","27,173.90","27,372.40","27,372.40","27,099.50","26.98M","-0.73%"
"Mar 13, 2018","27,372.40","27,388.50","27,468.10","27,231.40","29.05M","-0.06%"
"Mar 12, 2018","27,388.50","27,163.30","27,573.50","27,163.30","19.81M","0.83%"
"Mar 09, 2018","27,163.30","27,019.30","27,233.80","26,949.70","30.15M","0.53%"
"Mar 08, 2018","27,019.30","26,650.80","27,048.30","26,650.80","24.51M","1.38%"
"Mar 07, 2018","26,650.80","27,008.70","27,008.70","26,633.90","21.05M","-1.33%"
"Mar 06, 2018","27,008.70","26,645.60","27,057.20","26,645.60","24.33M","1.36%"
"Mar 05, 2018","26,645.60","26,513.20","26,828.00","26,513.20","20.90M","0.50%"
"Mar 02, 2018","26,513.20","26,785.20","26,785.20","26,457.90","18.40M","-1.02%"
"Mar 01, 2018","26,785.20","27,055.10","27,055.10","26,646.30","22.15M","-1.00%"
"Feb 28, 2018","27,055.10","27,277.20","27,277.20","27,037.10","29.07M","-0.81%"
"Feb 27, 2018","27,277.20","27,063.80","27,376.20","27,063.80","32.43M","0.79%"
"Feb 26, 2018","27,063.80","26,821.50","27,063.80","26,774.50","28.41M","0.90%"
"Feb 23, 2018","26,821.50","26,518.80","26,821.50","26,478.60","51.04M","1.14%"
"Feb 22, 2018","26,518.80","26,329.30","26,519.80","26,300.90","24.64M","0.72%"
"Feb 21, 2018","26,329.30","26,166.70","26,358.70","26,131.30","17.15M","0.62%"
"Feb 20, 2018","26,166.70","26,143.90","26,195.70","25,915.60","20.79M","0.09%"
